2018-04-02 15:27:26, 0, 453
2018-04-02 15:32:57, 0, 617
2018-04-02 15:37:22, -1, 435
2018-04-02 15:41:55, 0, 246
2018-04-02 16:23:27, 0, 604
2018-04-02 16:24:35, -1, 179
2018-04-02 16:32:42, 0, 366
2018-04-02 16:38:19, 0, 1023
2018-04-02 16:45:08, 0, 975
2018-04-02 16:46:27, 0, 985
2018-04-02 18:53:25, -1, 254
2018-04-02 18:53:38, 0, 375
2018-04-02 18:54:30, 0, 1035
2018-04-02 18:54:33, 0, 1006
2018-04-02 18:54:40, 0, 439
2018-04-02 18:54:40, 0, 1083
2018-04-02 18:54:41, 0, 360
2018-04-02 18:54:47, 0, 207
2018-04-02 18:54:57, 0, 319
2018-04-02 18:55:20, 0, 113
2018-04-02 18:55:32, 0, 621
2018-04-02 18:55:38, 0, 160
2018-04-02 18:55:46, 0, 751
2018-04-02 18:55:59, 0, 392
2018-04-02 18:55:59, 0, 896
2018-04-02 18:56:09, 0, 210
2018-04-02 18:56:11, -2, 700
2018-04-02 18:56:13, 0, 87
2018-04-02 18:56:24, 0, 264
2018-04-02 18:56:31, 0, 348
2018-04-02 18:56:36, 0, 95
2018-04-02 18:56:38, -1, 411
2018-04-02 18:56:56, 0, 336
2018-04-02 18:56:59, -1, 230
2018-04-02 18:57:04, -3, 566
2018-04-02 18:57:16, 0, 250
2018-04-02 18:57:17, 0, 507
2018-04-02 18:57:30, 0, 188
2018-04-02 18:57:32, 0, 449
2018-04-02 18:57:35, 0, 275
2018-04-02 18:57:40, 0, 130
2018-04-02 18:57:42, 0, 120
2018-04-02 18:57:47, 0, 610
2018-04-02 18:57:50, 0, 287
2018-04-02 18:57:55, 0, 227
2018-04-02 18:58:00, 0, 553
2018-04-02 18:58:06, 0, 241
2018-04-02 18:58:09, 0, 142
2018-04-02 18:58:12, 0, 234
2018-04-02 18:58:18, 0, 418
2018-04-02 18:58:23, 0, 176
2018-04-02 18:58:27, 0, 302
2018-04-02 18:58:27, 0, 426
2018-04-02 18:58:33, 0, 87
2018-04-02 18:58:35, 0, 266
2018-04-02 18:58:43, 0, 123
2018-04-02 18:58:46, -1, 231
2018-04-02 18:58:47, 0, 74
2018-04-02 18:58:53, 0, 112
2018-04-02 18:58:55, 0, 578
2018-04-02 18:59:06, 0, 188
2018-04-02 18:59:14, 0, 538
2018-04-02 18:59:17, 0, 420
2018-04-02 18:59:24, 0, 401
2018-04-02 18:59:38, -1, 323
2018-04-02 18:59:41, 0, 462
2018-04-02 18:59:51, 0, 484
2018-04-02 19:00:08, 0, 540
2018-04-02 19:00:09, 0, 445
2018-04-02 19:00:18, -3, 103
2018-04-02 19:00:24, -1, 334
2018-04-02 19:00:28, 0, 590
2018-04-02 19:00:32, -1, 245
2018-04-02 19:00:35, 0, 516
2018-04-02 19:00:47, 0, 223
2018-04-02 19:00:56, 0, 439
2018-04-02 19:01:09, 0, 191
2018-04-02 19:01:09, 0, 626
2018-04-02 19:01:18, 0, 227
2018-04-02 19:01:24, 0, 422
2018-04-02 19:01:28, 0, 160
2018-04-02 19:01:36, 0, 188
2018-04-02 19:01:39, 0, 756
2018-04-02 19:01:45, 0, 462
2018-04-02 19:01:58, 0, 316
2018-04-02 19:01:58, 0, 393
2018-04-02 19:02:08, 0, 157
2018-04-02 19:02:22, 0, 465
2018-04-02 19:02:27, 0, 594
2018-04-02 19:02:47, 0, 184
2018-04-02 19:03:00, 0, 725
2018-04-02 19:03:12, 0, 741
2018-04-02 19:03:12, 0, 590
2018-04-02 19:03:22, 0, 167
2018-04-02 19:03:29, 0, 368
2018-04-02 19:03:48, 0, 487
2018-04-02 19:03:50, -7, 686
2018-04-02 19:03:59, 0, 486
2018-04-02 19:04:13, -14, 94
2018-04-02 19:04:13, 0, 577
2018-04-02 19:04:21, 0, 141
2018-04-02 19:04:22, 0, 473
2018-04-02 19:04:42, 0, 423
2018-04-02 19:04:59, 0, 250
2018-04-02 19:05:01, 0, 793
2018-04-02 19:05:01, 0, 513
2018-04-02 19:05:04, 0, 973
2018-04-02 19:05:09, 0, 570
2018-04-02 19:05:21, 0, 293
2018-04-02 19:05:30, -1, 303
2018-04-02 19:05:30, 0, 158
2018-04-02 19:05:31, 0, 395
2018-04-02 19:05:39, 0, 145
2018-04-02 19:05:48, 0, 154
2018-04-02 19:06:03, -1, 433
2018-04-02 19:06:04, -1, 447
2018-04-02 19:06:04, -2, 385
2018-04-02 19:06:17, 0, 222
2018-04-02 19:06:24, 0, 461
2018-04-02 19:06:26, -12, 966
2018-04-02 19:06:26, 0, 148
2018-04-02 19:06:31, 0, 77
2018-04-02 19:06:41, 0, 254
2018-04-02 19:06:48, 0, 557
2018-04-02 19:06:50, 0, 274
2018-04-02 19:06:55, 0, 87
2018-04-02 19:06:58, 0, 283
2018-04-02 19:06:59, -12, 64
2018-04-02 19:07:01, 0, 479
2018-04-02 19:07:05, 0, 712
2018-04-02 19:07:14, 0, 283
2018-04-02 19:07:21, 0, 322
2018-04-02 19:07:22, 0, 299
2018-04-02 19:07:35, 0, 296
2018-04-02 19:07:37, 0, 218
2018-04-02 19:07:41, -3, 21
2018-04-02 19:07:43, 0, 327
2018-04-02 19:07:48, 0, 178
2018-04-02 19:07:51, -3, 652
2018-04-02 19:07:56, 0, 211
2018-04-02 19:08:06, 0, 324
2018-04-02 19:08:06, 0, 413
2018-04-02 19:08:20, 0, 420
2018-04-02 19:08:23, -1, 376
2018-04-02 19:08:27, 0, 105
2018-04-02 19:08:29, 0, 433
2018-04-02 19:08:35, 0, 91
2018-04-02 19:08:43, 0, 237
2018-04-02 19:08:44, 0, 140
2018-04-02 19:08:46, 0, 511
2018-04-02 19:08:49, 0, 93
2018-04-02 19:08:56, 0, 609
2018-04-02 19:09:09, 0, 559
2018-04-02 19:09:13, -5, 27
2018-04-02 19:09:21, 0, 368
2018-04-02 19:09:28, -1, 237
2018-04-02 19:09:30, 0, 290
2018-04-02 19:09:35, 0, 556
2018-04-02 19:09:36, 0, 500
2018-04-02 19:09:38, 0, 258
2018-04-02 19:09:44, 0, 104
2018-04-02 19:10:01, 0, 397
2018-04-02 19:10:05, 0, 477
2018-04-02 19:10:07, 0, 335
2018-04-02 19:10:07, -1, 346
2018-04-02 19:10:12, 0, 78
2018-04-02 19:10:28, 0, 627
2018-04-02 19:10:28, 0, 358
2018-04-02 19:10:40, 0, 192
2018-04-02 19:10:44, 0, 517
2018-04-02 19:10:45, 0, 81
2018-04-02 19:10:48, 0, 294
2018-04-02 19:10:49, 0, 504
2018-04-02 19:10:51, 0, 489
2018-04-02 19:11:06, 0, 276
2018-04-02 19:11:08, -1, 228
2018-04-02 19:11:22, 0, 445
2018-04-02 19:11:23, -2, 182
2018-04-02 19:11:23, -1, 3
2018-04-02 19:11:26, 0, 501
2018-04-02 19:11:34, -2, 113
2018-04-02 19:11:43, 0, 629
2018-04-02 19:11:44, 0, 190
2018-04-02 19:11:48, 0, 551
2018-04-02 19:11:56, 0, 132
2018-04-02 19:12:08, 0, 432
2018-04-02 19:12:11, 0, 569
2018-04-02 19:12:22, 0, 508
2018-04-02 19:12:23, -9, 44
2018-04-02 19:12:27, 0, 75
2018-04-02 19:12:31, -9, 207
2018-04-02 19:12:40, 0, 715
2018-04-02 19:12:51, 0, 211
2018-04-02 19:12:57, 0, 100
2018-04-02 19:13:08, 0, 284
2018-04-02 19:13:10, 0, 580
2018-04-02 19:13:12, 0, 543
2018-04-02 19:13:19, 0, 113
2018-04-02 19:13:19, 0, 655
2018-04-02 19:13:26, 0, 175
2018-04-02 19:13:27, 0, 414
2018-04-02 19:13:34, 0, 109
2018-04-02 19:13:35, 0, 244
2018-04-02 19:13:47, -1, 225
2018-04-02 19:13:49, 0, 469
2018-04-02 19:13:54, -1, 107
2018-04-02 19:13:57, 0, 129
2018-04-02 19:13:59, 0, 554
2018-04-02 19:14:04, 0, 86
2018-04-02 19:14:13, 0, 140
2018-04-02 19:14:13, 0, 487
2018-04-02 19:14:19, 0, 222
2018-04-02 19:14:19, 0, 100
2018-04-02 19:14:26, 0, 115
2018-04-02 19:14:30, 0, 182
2018-04-02 19:14:35, 0, 746
2018-04-02 19:14:36, 0, 518
2018-04-02 19:14:42, 0, 342
2018-04-02 19:14:50, 0, 210
2018-04-02 19:14:56, -1, 346
2018-04-02 19:15:02, 0, 296
2018-04-02 19:15:16, 0, 573
2018-04-02 19:15:22, 0, 292
2018-04-02 19:15:23, 0, 15
2018-04-02 19:15:24, -1, 4
2018-04-02 19:15:24, -1, 373
2018-04-02 19:15:28, 0, 493
2018-04-02 19:15:30, -11, 52
2018-04-02 19:15:31, 0, 221
2018-04-02 19:15:47, 0, 243
2018-04-02 19:15:52, 0, 333
2018-04-02 19:15:55, 0, 412
2018-04-02 19:16:14, 0, 647
2018-04-02 19:16:26, 0, 416
2018-04-02 19:16:28, 0, 207
2018-04-02 19:16:33, 0, 588
2018-04-02 19:16:36, 0, 596
2018-04-02 19:16:45, 0, 259
2018-04-02 19:16:54, 0, 323
2018-04-02 19:16:57, 0, 320
2018-04-02 19:17:01, 0, 240
2018-04-02 19:17:01, -3, 446
2018-04-02 19:17:02, 0, 125
2018-04-02 19:17:03, 0, 783
2018-04-02 19:17:22, 0, 110
2018-04-02 19:17:41, 0, 495
2018-04-02 19:17:47, 0, 542
2018-04-02 19:17:50, 0, 597
2018-04-02 19:17:50, -1, 239
2018-04-02 19:17:52, 0, 408
2018-04-02 19:18:02, 0, 187
2018-04-02 19:18:06, 0, 271
2018-04-02 19:18:10, 0, 368
2018-04-02 19:18:21, -4, 353
2018-04-02 19:18:22, 0, 252
2018-04-02 19:18:26, -10, 54
2018-04-02 19:18:30, 0, 159
2018-04-02 19:18:34, 0, 175
2018-04-02 19:18:37, 0, 105
2018-04-02 19:18:47, 0, 464
2018-04-02 19:18:52, 0, 150
2018-04-02 19:18:59, 0, 119
2018-04-02 19:19:09, -1, 409
2018-04-02 19:19:15, 0, 495
2018-04-02 19:19:17, -1, 353
2018-04-02 19:19:24, 0, 134
2018-04-02 19:19:28, 0, 266
2018-04-02 19:19:38, 0, 176
2018-04-02 19:19:38, 0, 209
2018-04-02 19:19:52, -2, 636
2018-04-02 19:19:54, -1, 326
2018-04-02 19:19:56, 0, 381
2018-04-02 19:20:00, 0, 124
2018-04-02 19:20:09, 0, 420
2018-04-02 19:20:25, -1, 214
2018-04-02 19:20:31, 0, 102
2018-04-02 19:20:31, 0, 493
2018-04-02 19:20:33, 0, 647
2018-04-02 19:20:38, 0, 549
2018-04-02 19:20:40, 0, 114
2018-04-02 19:20:41, 0, 137
2018-04-02 19:20:48, 0, 604
2018-04-02 19:20:51, 0, 295
2018-04-02 19:20:51, 0, 212
2018-04-02 19:20:52, 0, 194
2018-04-02 19:20:54, 0, 93
2018-04-02 19:21:06, 0, 183
2018-04-02 19:21:09, 0, 239
2018-04-02 19:21:15, 0, 353
2018-04-02 19:21:17, 0, 485
2018-04-02 19:21:37, 0, 594
2018-04-02 19:21:42, 0, 356
2018-04-02 19:21:43, 0, 90
2018-04-02 19:21:48, 0, 421
2018-04-02 19:21:48, 0, 520
2018-04-02 19:21:51, 0, 530
2018-04-02 19:21:58, 0, 239
2018-04-02 19:22:02, 0, 152
2018-04-02 19:22:06, 0, 268
2018-04-02 19:22:35, 0, 618
2018-04-02 19:22:47, 0, 706
2018-04-02 19:22:58, 0, 627
2018-04-02 19:22:59, 0, 705
2018-04-02 19:23:00, 0, 730
2018-04-02 19:23:07, 0, 110
2018-04-02 19:23:07, -1, 307
2018-04-02 19:23:09, -1, 12
2018-04-02 19:23:10, 0, 175
2018-04-02 19:23:12, 0, 80
2018-04-02 19:23:20, -1, 117
2018-04-02 19:23:23, -6, 481
2018-04-02 19:23:26, 0, 255
2018-04-02 19:23:29, 0, 137
2018-04-02 19:23:35, -1, 115
2018-04-02 19:23:43, 0, 126
2018-04-02 19:23:45, 0, 557
2018-04-02 19:24:06, 0, 145
2018-04-02 19:24:07, 0, 643
2018-04-02 19:24:14, -1, 468
2018-04-02 19:24:19, -6, 359
2018-04-02 19:24:21, 0, 118
2018-04-02 19:24:39, 0, 424
2018-04-02 19:24:44, 0, 716
